Sale Date,ISBN,Discount,ItemID,OrderID
7/17/2193,989-28-79-13801-1,,107216-84-9730,107216-22561
7/17/2193,989-28-79-74374-1,,107216-97-3795,107216-22561
7/17/2193,989-28-79-74374-1,,107216-66-7756,107216-22562
7/17/2193,989-28-79-74374-1,,107216-78-1998,107216-22562
7/17/2193,989-28-79-13801-1,,107216-1-167,107216-22563
7/17/2193,989-28-79-23023-4,,107216-73-4793,107216-22563
7/17/2193,989-28-79-23023-4,,107216-18-9143,107216-22564
7/17/2193,989-28-79-13801-1,,107216-84-5892,107216-22564
7/17/2193,989-28-79-74374-1,,107216-16-1417,107216-22565
7/17/2193,989-28-79-13801-1,,107216-93-2201,107216-22565
7/17/2193,989-28-3705-222-9,0.13,107216-42-6000,107216-22566
7/17/2193,989-28-3705-492-6,,107216-76-2811,107216-22566
7/17/2193,989-28-229-0197-6,,107216-13-807,107216-22567
7/17/2193,989-28-79-69807-2,,107216-34-3457,107216-22567
7/17/2193,989-28-3705-152-9,,107216-61-3105,107216-22567
7/17/2193,989-28-229-1404-4,,107216-26-8754,107216-22568
7/17/2193,989-28-3705-987-7,,107216-5-8996,107216-22568
7/17/2193,989-28-79-69807-2,,107216-88-2536,107216-22568
7/17/2193,989-28-229-7592-2,,107216-49-7502,107216-22569
7/17/2193,989-28-229-1404-4,,107216-55-7444,107216-22569
7/17/2193,989-28-229-9769-6,,107216-69-726,107216-22569
7/17/2193,989-28-229-6632-6,,107216-16-4319,107216-22570
7/17/2193,989-28-79-11297-4,,107216-43-2785,107216-22570
7/17/2193,989-28-3705-492-6,,107216-8-1716,107216-22570
7/17/2193,989-28-79-05670-4,,107216-93-2168,107216-22570
7/18/2193,989-28-79-68089-3,0.15,107217-1-7712,107216-22690
7/18/2193,989-28-3705-987-7,,107217-4-3291,107217-22571
7/18/2193,989-28-3705-007-2,,107217-59-9670,107217-22572
7/18/2193,989-28-3705-136-9,,107217-24-3769,107217-22573
7/18/2193,989-28-3705-369-1,,107217-15-7186,107217-22574
7/18/2193,989-28-3705-987-7,,107217-48-1087,107217-22575
7/18/2193,989-28-3705-369-1,,107217-54-9812,107217-22576
7/18/2193,989-28-3705-583-1,,107217-88-267,107217-22577
7/18/2193,989-28-3705-987-7,,107217-37-2244,107217-22578
7/18/2193,989-28-3705-987-7,,107217-7-2628,107217-22579
7/18/2193,989-28-3705-007-2,,107217-73-7718,107217-22580
7/18/2193,989-28-3705-007-2,,107217-47-5140,107217-22581
7/18/2193,989-28-3705-007-2,,107217-36-7974,107217-22582
7/18/2193,989-28-3705-007-2,,107217-12-601,107217-22583
7/18/2193,989-28-3705-007-2,,107217-9-2171,107217-22584
7/18/2193,989-28-3705-136-9,,107217-89-8839,107217-22585
7/18/2193,989-28-3705-987-7,,107217-15-4332,107217-22586
7/18/2193,989-28-3705-007-2,,107217-3-5064,107217-22587
7/18/2193,989-28-3705-649-4,,107217-79-5027,107217-22588
7/18/2193,989-28-3705-369-1,,107217-4-1749,107217-22589
7/18/2193,989-28-3705-007-2,,107217-82-5740,107217-22590
7/18/2193,989-28-3705-007-2,,107217-79-2068,107217-22591
7/18/2193,989-28-3705-007-2,,107217-43-9946,107217-22592
7/18/2193,989-28-3705-007-2,,107217-49-6266,107217-22593
7/18/2193,989-28-3705-007-2,,107217-20-8128,107217-22594
7/18/2193,989-28-3705-007-2,,107217-14-6321,107217-22595
7/18/2193,989-28-3705-987-7,,107217-47-7432,107217-22596
7/18/2193,989-28-79-32105-5,,107217-52-6397,107217-22597
7/18/2193,989-28-79-01991-4,,107217-15-2978,107217-22598
7/18/2193,989-28-79-32105-5,,107217-92-7838,107217-22599
7/18/2193,989-28-79-45675-7,,107217-30-1871,107217-22600
7/18/2193,989-28-79-04510-4,,107217-4-4665,107217-22601
7/18/2193,989-28-79-18127-7,,107217-95-9393,107217-22602
7/18/2193,989-28-79-11297-4,,107217-68-2358,107217-22603
7/18/2193,989-28-79-87459-9,,107217-57-4132,107217-22604
7/18/2193,989-28-79-18127-7,,107217-80-5060,107217-22605
7/18/2193,989-28-79-11297-4,,107217-85-1615,107217-22606
7/18/2193,989-28-79-27078-0,,107217-53-8975,107217-22607
7/18/2193,989-28-79-27078-0,,107217-38-2027,107217-22608
7/18/2193,989-28-79-61125-5,,107217-35-6370,107217-22609
7/18/2193,989-28-79-16826-1,,107217-14-9028,107217-22610
7/18/2193,989-28-79-45675-7,,107217-53-1339,107217-22611
7/18/2193,989-28-79-45675-7,,107217-62-9434,107217-22612
7/18/2193,989-28-654-3899-6,,107217-71-1236,107217-22613
7/18/2193,989-28-79-69807-2,,107217-57-9535,107217-22614
7/18/2193,989-28-79-05670-4,,107217-73-4355,107217-22615
7/18/2193,989-28-79-13871-4,,107217-70-297,107217-22616
7/18/2193,989-28-79-13871-4,,107217-70-296,107217-22617
7/18/2193,989-28-79-82749-6,,107217-61-235,107217-22618
7/18/2193,989-28-79-13871-4,,107217-46-5076,107217-22619
7/18/2193,989-28-79-69807-2,,107217-57-9534,107217-22620
7/18/2193,989-28-79-05670-4,,107217-78-1033,107217-22621
7/18/2193,989-28-79-69807-2,,107217-28-5333,107217-22622
7/18/2193,989-28-79-69807-2,,107217-3-8915,107217-22623
7/18/2193,989-28-79-82749-6,,107217-61-234,107217-22624
7/18/2193,989-28-79-82749-6,,107217-44-2348,107217-22625
7/18/2193,989-28-79-69807-2,,107217-11-1870,107217-22626
7/18/2193,989-28-79-82749-6,,107217-44-2347,107217-22627
7/18/2193,989-28-79-69807-2,,107217-28-5332,107217-22628
7/18/2193,989-28-79-69807-2,,107217-11-1869,107217-22629
7/18/2193,989-28-79-69807-2,,107217-3-8914,107217-22630
7/18/2193,989-28-79-05670-4,,107217-28-8299,107217-22631
7/18/2193,989-28-79-69807-2,,107217-98-7110,107217-22632
7/18/2193,989-28-654-0047-4,,107217-37-3715,107217-22633
7/18/2193,989-28-229-9769-6,,107217-86-7383,107217-22634
7/18/2193,989-28-229-3157-7,,107217-98-8204,107217-22635
7/18/2193,989-28-229-6632-6,,107217-57-4136,107217-22636
7/18/2193,989-28-229-9769-6,,107217-74-3001,107217-22637
7/18/2193,989-28-229-7592-2,,107217-75-6498,107217-22638
7/18/2193,989-28-229-6632-6,,107217-33-6537,107217-22639
7/18/2193,989-28-229-3157-7,,107217-99-6622,107217-22640
7/18/2193,989-28-229-1404-4,,107217-45-4412,107217-22641
7/18/2193,989-28-229-0197-6,,107217-69-45,107217-22642
7/18/2193,989-28-229-1404-4,,107217-12-5519,107217-22643
7/18/2193,989-28-229-7592-2,,107217-61-4230,107217-22644
7/18/2193,989-28-229-0197-6,,107217-47-7623,107217-22645
7/18/2193,989-28-229-6632-6,,107217-8-6071,107217-22646
7/18/2193,989-28-229-6632-6,,107217-2-2259,107217-22647
7/18/2193,989-28-229-1404-4,,107217-35-8124,107217-22648
7/18/2193,989-28-229-6632-6,,107217-1-4659,107217-22649
7/18/2193,989-28-229-1404-4,,107217-38-8662,107217-22650
7/18/2193,989-28-229-7592-2,,107217-48-5519,107217-22651
7/18/2193,989-28-229-9769-6,,107217-24-2285,107217-22652
7/18/2193,989-28-229-5891-8,0.1,107217-18-4422,107217-22653
7/18/2193,989-28-229-7592-2,,107217-47-2638,107217-22654
7/18/2193,989-28-229-1404-4,,107217-70-9627,107217-22655
7/18/2193,989-28-229-1404-4,,107217-91-2699,107217-22656
7/18/2193,989-28-229-6632-6,,107217-67-4274,107217-22657
7/18/2193,989-28-229-1404-4,,107217-19-1128,107217-22658
7/18/2193,989-28-229-9769-6,,107217-45-3534,107217-22659
7/18/2193,989-28-229-6632-6,,107217-33-5697,107217-22660
7/18/2193,989-28-229-7592-2,,107217-76-4412,107217-22661
7/18/2193,989-28-229-7592-2,,107217-51-3152,107217-22662
7/18/2193,989-28-229-7592-2,,107217-67-1359,107217-22663
7/18/2193,989-28-229-6632-6,,107217-52-1295,107217-22664
7/18/2193,989-28-229-7592-2,,107217-90-7365,107217-22665
7/18/2193,989-28-229-9769-6,,107217-31-9623,107217-22666
7/18/2193,989-28-79-23023-4,,107217-69-3801,107217-22667
7/18/2193,989-28-79-23023-4,,107217-73-7947,107217-22668
7/18/2193,989-28-79-13801-1,,107217-77-2532,107217-22669
7/18/2193,989-28-79-91028-0,,107217-81-1923,107217-22670
7/18/2193,989-28-79-74374-1,,107217-4-6792,107217-22671
7/18/2193,989-28-79-74374-1,,107217-66-7526,107217-22672
7/18/2193,989-28-79-74374-1,,107217-61-2302,107217-22673
7/18/2193,989-28-79-71565-6,,107217-77-2777,107217-22674
7/18/2193,989-28-79-68089-3,0.05,107217-82-2935,107217-22676
7/18/2193,989-28-79-71565-6,,107217-81-7602,107217-22677
7/18/2193,989-28-79-13801-1,,107217-63-1711,107217-22678
7/18/2193,989-28-79-26824-4,,107217-6-4012,107217-22679
7/18/2193,989-28-79-74374-1,,107217-39-9977,107217-22680
7/18/2193,989-28-79-91028-0,,107217-39-4084,107217-22681
7/18/2193,989-28-79-91028-0,,107217-1-9034,107217-22682
7/18/2193,989-28-79-23023-4,,107217-66-2711,107217-22683
7/18/2193,989-28-79-23023-4,,107217-24-2628,107217-22684
7/18/2193,989-28-79-74374-1,,107217-64-7391,107217-22685
7/18/2193,989-28-79-71565-6,,107217-80-5354,107217-22686
7/18/2193,989-28-79-13801-1,,107217-1-2173,107217-22687
7/18/2193,989-28-79-13801-1,,107217-30-9205,107217-22688
7/18/2193,989-28-79-13801-1,,107217-97-8799,107217-22689
7/18/2193,989-28-79-36485-4,,107217-2-6332,107217-22692
7/18/2193,989-28-79-26824-4,,107217-19-590,107217-22693
7/18/2193,989-28-79-23023-4,,107217-72-8424,107217-22694
7/18/2193,989-28-79-71565-6,,107217-38-7591,107217-22695
7/18/2193,989-28-79-13801-1,,107217-60-6723,107217-22696
7/18/2193,989-28-79-13801-1,,107217-70-2877,107217-22697
7/18/2193,989-28-79-74374-1,,107217-81-4312,107217-22698
7/18/2193,989-28-79-74374-1,,107217-81-5044,107217-22699
7/18/2193,989-28-79-71565-6,,107217-89-5502,107217-22700
7/18/2193,989-28-79-68089-3,0.05,107217-67-3182,107217-22701
7/18/2193,989-28-79-13801-1,,107217-22-8954,107217-22702
7/18/2193,989-28-79-26824-4,,107217-70-8154,107217-22704
7/18/2193,989-28-79-13801-1,,107217-22-8607,107217-22705
7/18/2193,989-28-79-13801-1,,107217-49-352,107217-22706
7/18/2193,989-28-79-13801-1,,107217-86-2118,107217-22707
7/18/2193,989-28-79-23023-4,,107217-10-4894,107217-22708
7/18/2193,989-28-79-23023-4,,107217-19-452,107217-22709
7/18/2193,989-28-79-13801-1,,107217-49-6969,107217-22710
7/18/2193,989-28-79-13801-1,,107217-67-469,107217-22711
7/18/2193,989-28-79-13801-1,,107217-85-8503,107217-22712
7/18/2193,989-28-79-91028-0,,107217-62-7257,107217-22713
7/18/2193,989-28-79-13801-1,,107217-89-7021,107217-22714
7/18/2193,989-28-79-68089-3,0.05,107217-22-8002,107217-22715
7/18/2193,989-28-79-13801-1,,107217-58-3833,107217-22716
7/18/2193,989-28-79-71565-6,,107217-59-7071,107217-22717
7/18/2193,989-28-79-23023-4,,107217-34-2637,107217-22718
7/18/2193,989-28-79-16808-7,,107217-90-4475,107217-22719
7/18/2193,989-28-79-13801-1,,107217-57-4217,107217-22720
7/18/2193,989-28-79-68089-3,0.05,107217-3-8866,107217-22721
7/18/2193,989-28-79-91028-0,,107217-59-1596,107217-22722
7/18/2193,989-28-79-40897-8,,107217-67-6521,107217-22723
7/18/2193,989-28-79-68089-3,0.05,107217-40-4247,107217-22724
7/18/2193,989-28-79-23023-4,,107217-40-5215,107217-22725
7/18/2193,989-28-79-91028-0,,107217-28-8835,107217-22726
7/18/2193,989-28-79-68089-3,0.05,107217-50-600,107217-22727
7/18/2193,989-28-79-71565-6,,107217-87-9624,107217-22728
7/18/2193,989-28-79-13801-1,,107217-80-3347,107217-22730
7/18/2193,989-28-79-40897-8,,107217-26-7924,107217-22731
7/18/2193,989-28-79-23023-4,,107217-43-5584,107217-22732
7/18/2193,989-28-79-40897-8,,107217-94-4675,107217-22733
7/18/2193,989-28-79-13801-1,,107217-53-4913,107217-22734
7/18/2193,989-28-3705-492-6,,107217-51-4608,107217-22735
7/18/2193,989-28-3705-222-9,,107217-89-7701,107217-22736
7/18/2193,989-28-3705-492-6,,107217-2-2663,107217-22737
7/18/2193,989-28-3705-222-9,,107217-63-8635,107217-22738
7/18/2193,989-28-3705-222-9,,107217-91-4303,107217-22739
7/18/2193,989-28-3705-222-9,,107217-77-1454,107217-22740
7/18/2193,989-28-3705-222-9,,107217-88-9251,107217-22741
7/18/2193,989-28-3705-222-9,,107217-98-4381,107217-22742
7/18/2193,989-28-3705-222-9,,107217-81-9285,107217-22743
7/18/2193,989-28-3705-492-6,,107217-36-3945,107217-22744
7/18/2193,989-28-3705-492-6,,107217-76-6956,107217-22745
7/18/2193,989-28-3705-222-9,,107217-49-3195,107217-22746
7/18/2193,989-28-3705-222-9,,107217-14-4006,107217-22747
7/18/2193,989-28-79-23015-9,,107217-96-6866,107217-22748
7/18/2193,989-28-3705-222-9,,107217-36-1594,107217-22749
7/18/2193,989-28-3705-222-9,,107217-80-6507,107217-22750
7/18/2193,989-28-3705-492-6,,107217-7-1844,107217-22751
7/18/2193,989-28-3705-222-9,,107217-47-3368,107217-22752
7/18/2193,989-28-79-03683-6,,107217-79-3062,107217-22753
7/18/2193,989-28-3705-607-4,,107217-67-3555,107217-22754
7/18/2193,989-28-3705-007-2,,107217-16-3510,107217-22755
7/18/2193,989-28-3705-007-2,,107217-83-43,107217-22755
7/18/2193,989-28-3705-007-2,,107217-5-2404,107217-22756
7/18/2193,989-28-3705-987-7,,107217-66-8978,107217-22756
7/18/2193,989-28-3705-007-2,,107217-14-353,107217-22757
7/18/2193,989-28-79-01991-4,,107217-23-2286,107217-22757
7/18/2193,989-28-79-45675-7,,107217-24-6593,107217-22758
7/18/2193,989-28-79-45675-7,,107217-81-7132,107217-22758
7/18/2193,989-28-79-01991-4,,107217-43-4786,107217-22759
7/18/2193,989-28-79-13871-4,,107217-46-5075,107217-22759
7/18/2193,989-28-229-9769-6,,107217-56-5796,107217-22760
7/18/2193,989-28-229-7592-2,,107217-6-3165,107217-22760
7/18/2193,989-28-229-6632-6,,107217-1-3091,107217-22761
7/18/2193,989-28-229-0197-6,,107217-19-34,107217-22761
7/18/2193,989-28-229-7592-2,,107217-21-2051,107217-22762
7/18/2193,989-28-79-40897-8,,107217-40-7838,107217-22762
7/18/2193,989-28-79-23023-4,,107217-21-173,107217-22763
7/18/2193,989-28-79-23023-4,,107217-63-6478,107217-22763
7/18/2193,989-28-79-13801-1,,107217-50-6961,107217-22764
7/18/2193,989-28-79-43574-5,,107217-54-3410,107217-22764
7/18/2193,989-28-79-13801-1,,107217-19-338,107217-22765
7/18/2193,989-28-79-40897-8,,107217-26-8159,107217-22765
7/18/2193,989-28-79-13801-1,,107217-46-3257,107217-22766
7/18/2193,989-28-79-74374-1,,107217-68-4546,107217-22766
7/18/2193,989-28-79-71565-6,,107217-24-4335,107217-22767
7/18/2193,989-28-79-55752-2,,107217-3-4862,107217-22767
7/18/2193,989-28-79-68089-3,0.05,107217-81-8101,107217-22768
7/18/2193,989-28-79-13801-1,,107217-90-6098,107217-22768
7/18/2193,989-28-3705-492-6,,107217-37-8698,107217-22769
7/18/2193,989-28-3705-222-9,,107217-40-4880,107217-22769
7/18/2193,989-28-79-05670-4,,107217-57-6169,107217-22770
7/18/2193,989-28-3705-007-2,,107217-80-7832,107217-22770
7/18/2193,989-28-3705-987-7,,107217-96-8610,107217-22770
7/18/2193,989-28-79-22871-2,,107217-14-2245,107217-22771
7/18/2193,989-28-79-22871-2,,107217-47-8901,107217-22771
7/18/2193,989-28-79-26824-4,,107217-69-5528,107217-22771
7/18/2193,989-28-79-16826-1,,107217-43-1526,107217-22772
7/18/2193,989-28-79-05670-4,,107217-52-4534,107217-22772
7/18/2193,989-28-79-74374-1,,107217-84-2162,107217-22772
7/18/2193,989-28-79-23023-4,,107217-28-9321,107217-22773
7/18/2193,989-28-79-26824-4,,107217-96-4807,107217-22773
7/18/2193,989-28-229-7592-2,,107217-99-5587,107217-22773
7/18/2193,989-28-79-26824-4,,107217-63-7937,107217-22774
7/18/2193,989-28-229-1404-4,,107217-67-4310,107217-22774
7/18/2193,989-28-3705-222-9,,107217-94-7069,107217-22774
7/18/2193,989-28-79-69807-2,,107217-98-7109,107217-22774
7/18/2193,989-28-3705-966-2,,107217-1-6489,107217-22775
7/18/2193,989-28-79-55752-2,,107217-32-1153,107217-22775
7/18/2193,989-28-3705-007-2,,107217-35-4437,107217-22775
7/18/2193,989-28-79-26824-4,,107217-55-385,107217-22775
7/18/2193,989-28-79-74374-1,,107217-72-7205,107217-22776
7/18/2193,989-28-79-03683-6,,107217-98-4087,107217-22776
7/19/2193,989-28-3705-007-2,,107218-44-5530,107218-22777
7/19/2193,989-28-3705-987-7,,107218-83-7645,107218-22778
7/19/2193,989-28-3705-987-7,,107218-2-1847,107218-22779
7/19/2193,989-28-3705-966-2,,107218-26-5449,107218-22780
7/19/2193,989-28-3705-987-7,,107218-54-7400,107218-22781
7/19/2193,989-28-3705-583-1,,107218-19-8642,107218-22782
7/19/2193,989-28-3705-987-7,,107218-63-7395,107218-22783
7/19/2193,989-28-3705-987-7,,107218-46-8834,107218-22784
7/19/2193,989-28-3705-007-2,,107218-28-7860,107218-22785
7/19/2193,989-28-3705-966-2,,107218-62-2334,107218-22786
7/19/2193,989-28-3705-369-1,,107218-73-9572,107218-22787
7/19/2193,989-28-3705-007-2,,107218-87-8505,107218-22788
7/19/2193,989-28-3705-007-2,,107218-94-8688,107218-22789
7/19/2193,989-28-3705-007-2,,107218-60-977,107218-22790
7/19/2193,989-28-3705-007-2,,107218-20-5228,107218-22791
7/19/2193,989-28-3705-007-2,,107218-41-1281,107218-22792
7/19/2193,989-28-3705-138-3,,107218-13-2441,107218-22793
7/19/2193,989-28-3705-966-2,,107218-21-1100,107218-22794
7/19/2193,989-28-3705-007-2,,107218-1-9763,107218-22795
7/19/2193,989-28-3705-054-6,,107218-32-808,107218-22796
7/19/2193,989-28-3705-987-7,,107218-91-972,107218-22797
7/19/2193,989-28-79-86624-2,,107218-74-8314,107218-22798
7/19/2193,989-28-79-01991-4,,107218-22-6175,107218-22799
7/19/2193,989-28-79-82197-5,,107218-26-1245,107218-22800
7/19/2193,989-28-79-18127-7,,107218-39-6691,107218-22801
7/19/2193,989-28-79-16826-1,,107218-97-490,107218-22802
7/19/2193,989-28-79-45675-7,,107218-58-3305,107218-22803
7/19/2193,989-28-79-61125-5,,107218-9-1794,107218-22804
7/19/2193,989-28-79-11297-4,,107218-78-9335,107218-22805
7/19/2193,989-28-79-82197-5,,107218-64-9105,107218-22806
7/19/2193,989-28-79-16826-1,,107218-30-2746,107218-22807
7/19/2193,989-28-79-45675-7,,107218-49-1895,107218-22808
7/19/2193,989-28-79-21991-8,,107218-92-5726,107218-22809
7/19/2193,989-28-79-45675-7,,107218-66-6852,107218-22810
7/19/2193,989-28-79-11297-4,,107218-4-3327,107218-22811
7/19/2193,989-28-79-32105-5,,107218-75-9817,107218-22812
7/19/2193,989-28-79-22871-2,,107218-11-5408,107218-22813
7/19/2193,989-28-79-16826-1,,107218-68-8186,107218-22814
7/19/2193,989-28-79-21991-8,,107218-43-7527,107218-22815
7/19/2193,989-28-79-64693-6,,107218-24-3155,107218-22816
7/19/2193,989-28-79-11297-4,,107218-38-614,107218-22817
7/19/2193,989-28-79-16826-1,,107218-33-9147,107218-22818
7/19/2193,989-28-79-45675-7,,107218-72-5625,107218-22819
7/19/2193,989-28-79-11297-4,,107218-91-4871,107218-22820
7/19/2193,989-28-79-32105-5,,107218-69-9092,107218-22821
7/19/2193,989-28-79-82197-5,,107218-43-647,107218-22822
7/19/2193,989-28-79-86624-2,,107218-18-2844,107218-22823
7/19/2193,989-28-79-18127-7,,107218-9-623,107218-22824
7/19/2193,989-28-79-16826-1,,107218-62-2244,107218-22825
7/19/2193,989-28-79-11297-4,,107218-98-5082,107218-22826
7/19/2193,989-28-654-0127-3,,107218-97-4535,107218-22827
7/19/2193,989-28-79-13871-4,,107218-46-7839,107218-22828
7/19/2193,989-28-79-13871-4,,107218-39-7687,107218-22829
7/19/2193,989-28-79-69807-2,,107218-72-5978,107218-22830
7/19/2193,989-28-79-69807-2,,107218-23-5328,107218-22831
7/19/2193,989-28-79-13871-4,,107218-29-9607,107218-22832
7/19/2193,989-28-79-13871-4,,107218-89-3640,107218-22833
7/19/2193,989-28-79-82749-6,,107218-28-6793,107218-22834
7/19/2193,989-28-79-69807-2,,107218-4-7700,107218-22835
7/19/2193,989-28-79-13871-4,,107218-46-7838,107218-22836
7/19/2193,989-28-79-05670-4,,107218-16-7023,107218-22837
7/19/2193,989-28-79-13871-4,,107218-90-8539,107218-22838
7/19/2193,989-28-79-05670-4,,107218-44-3663,107218-22839
7/19/2193,989-28-79-69807-2,,107218-4-7699,107218-22840
7/19/2193,989-28-79-05670-4,,107218-73-576,107218-22841
7/19/2193,989-28-79-13871-4,,107218-7-2769,107218-22842
7/19/2193,989-28-79-13871-4,,107218-20-1684,107218-22843
7/19/2193,989-28-79-82749-6,,107218-28-6792,107218-22844
7/19/2193,989-28-79-05670-4,,107218-87-4874,107218-22845
7/19/2193,989-28-79-13871-4,,107218-5-3884,107218-22846
7/19/2193,989-28-79-69807-2,,107218-97-8479,107218-22847
7/19/2193,989-28-79-69807-2,,107218-91-822,107218-22848
7/19/2193,989-28-79-13871-4,,107218-13-2241,107218-22849
7/19/2193,989-28-79-13871-4,,107218-54-8890,107218-22850
7/19/2193,989-28-79-13871-4,,107218-39-7686,107218-22851
7/19/2193,989-28-79-13871-4,,107218-29-9606,107218-22852
7/19/2193,989-28-79-05670-4,,107218-94-1082,107218-22853
7/19/2193,989-28-79-82749-6,,107218-5-9955,107218-22854
7/19/2193,989-28-79-82749-6,,107218-5-9954,107218-22855
7/19/2193,989-28-79-13871-4,,107218-13-2240,107218-22856
7/19/2193,989-28-79-13871-4,,107218-37-2428,107218-22857
7/19/2193,989-28-79-13871-4,,107218-5-3883,107218-22858
7/19/2193,989-28-79-13871-4,,107218-98-8875,107218-22859
7/19/2193,989-28-79-69807-2,,107218-23-5327,107218-22860
7/19/2193,989-28-79-13871-4,,107218-90-8538,107218-22861
7/19/2193,989-28-79-69807-2,,107218-44-8249,107218-22862
7/19/2193,989-28-79-69807-2,,107218-97-8478,107218-22863
7/19/2193,989-28-79-13871-4,,107218-54-8889,107218-22864
7/19/2193,989-28-79-69807-2,,107218-91-821,107218-22865
7/19/2193,989-28-79-05670-4,,107218-1-5915,107218-22866
7/19/2193,989-28-654-6033-1,,107218-58-6210,107218-22867
7/19/2193,989-28-229-6632-6,,107218-56-3984,107218-22868
7/19/2193,989-28-229-1404-4,,107218-61-7083,107218-22869
7/19/2193,989-28-229-5891-8,0.1,107218-4-9821,107218-22870
7/19/2193,989-28-229-1404-4,,107218-5-2508,107218-22871
7/19/2193,989-28-229-9769-6,,107218-37-9321,107218-22872
7/19/2193,989-28-229-0197-6,,107218-97-1155,107218-22873
7/19/2193,989-28-229-9769-6,,107218-18-8546,107218-22874
7/19/2193,989-28-229-9769-6,,107218-34-1006,107218-22875
7/19/2193,989-28-229-6632-6,,107218-59-2868,107218-22876
7/19/2193,989-28-229-6632-6,,107218-15-1562,107218-22877
7/19/2193,989-28-229-5891-8,0.1,107218-24-1087,107218-22878
7/19/2193,989-28-229-1404-4,,107218-36-1301,107218-22879
7/19/2193,989-28-229-5891-8,0.1,107218-1-844,107218-22880
7/19/2193,989-28-229-7592-2,,107218-8-190,107218-22881
7/19/2193,989-28-229-5891-8,0.1,107218-37-9270,107218-22882
7/19/2193,989-28-229-1404-4,,107218-51-3870,107218-22883
7/19/2193,989-28-229-6632-6,,107218-95-2488,107218-22884
7/19/2193,989-28-229-7592-2,,107218-46-2804,107218-22885
7/19/2193,989-28-229-3157-7,,107218-61-3390,107218-22886
7/19/2193,989-28-229-9769-6,,107218-43-1738,107218-22887
7/19/2193,989-28-229-0197-6,,107218-6-2667,107218-22888
7/19/2193,989-28-229-6632-6,,107218-44-659,107218-22889
7/19/2193,989-28-229-9769-6,,107218-20-7187,107218-22890
7/19/2193,989-28-229-1404-4,,107218-76-7797,107218-22891
7/19/2193,989-28-229-1404-4,,107218-26-8866,107218-22892
7/19/2193,989-28-229-1404-4,,107218-38-1174,107218-22893
7/19/2193,989-28-229-1404-4,,107218-96-1038,107218-22894
7/19/2193,989-28-229-9769-6,,107218-81-4628,107218-22895
7/19/2193,989-28-79-26824-4,,107218-26-3560,107218-22896
7/19/2193,989-28-79-13801-1,,107218-52-7277,107218-22897
7/19/2193,989-28-79-26824-4,,107218-2-519,107218-22898
7/19/2193,989-28-79-71565-6,,107218-70-5472,107218-22899
7/19/2193,989-28-79-23023-4,,107218-41-956,107218-22900
7/19/2193,989-28-79-13801-1,,107218-10-9719,107218-22901
7/19/2193,989-28-79-91028-0,,107218-32-65,107218-22902
7/19/2193,989-28-79-74374-1,,107218-16-8645,107218-22903
7/19/2193,989-28-79-74374-1,,107218-77-6079,107218-22904
7/19/2193,989-28-79-51397-9,,107218-57-7033,107218-22905
7/19/2193,989-28-79-68089-3,0.05,107218-35-8083,107218-22906
7/19/2193,989-28-79-13801-1,,107218-12-7621,107218-22907
7/19/2193,989-28-79-91028-0,,107218-19-273,107218-22908
7/19/2193,989-28-79-23023-4,,107218-19-2845,107218-22909
7/19/2193,989-28-79-13801-1,,107218-66-7080,107218-22910
7/19/2193,989-28-79-40897-8,,107218-41-2524,107218-22911
7/19/2193,989-28-79-23023-4,,107218-80-7204,107218-22912
7/19/2193,989-28-79-13801-1,,107218-48-7908,107218-22913
7/19/2193,989-28-79-55752-2,,107218-77-6116,107218-22914
7/19/2193,989-28-79-74374-1,,107218-16-1613,107218-22915
7/19/2193,989-28-79-82339-9,,107218-25-7611,107218-22916
7/19/2193,989-28-79-55752-2,,107218-58-1112,107218-22917
7/19/2193,989-28-79-13801-1,,107218-88-4962,107218-22918
7/19/2193,989-28-79-13801-1,,107218-40-3479,107218-22919
7/19/2193,989-28-79-13801-1,,107218-86-2232,107218-22920
7/19/2193,989-28-79-13801-1,,107218-17-4855,107218-22921
7/19/2193,989-28-79-74374-1,,107218-12-6795,107218-22922
7/19/2193,989-28-79-74374-1,,107218-81-1902,107218-22923
7/19/2193,989-28-79-74374-1,,107218-67-789,107218-22924
7/19/2193,989-28-79-23023-4,,107218-69-2560,107218-22925
7/19/2193,989-28-79-13801-1,,107218-72-1569,107218-22926
7/19/2193,989-28-79-13801-1,,107218-95-8704,107218-22927
7/19/2193,989-28-79-23023-4,,107218-51-6264,107218-22928
7/19/2193,989-28-79-55752-2,,107218-1-5065,107218-22929
7/19/2193,989-28-79-91028-0,,107218-20-3527,107218-22930
7/19/2193,989-28-79-13801-1,,107218-5-1815,107218-22931
7/19/2193,989-28-79-74374-1,,107218-63-891,107218-22932
7/19/2193,989-28-79-13801-1,,107218-24-3445,107218-22933
7/19/2193,989-28-79-68089-3,0.05,107218-60-5040,107218-22934
7/19/2193,989-28-79-13801-1,,107218-71-3325,107218-22935
7/19/2193,989-28-79-13801-1,,107218-83-3105,107218-22936
7/19/2193,989-28-79-26824-4,,107218-98-4324,107218-22937
7/19/2193,989-28-79-23023-4,,107218-52-9792,107218-22938
7/19/2193,989-28-79-13801-1,,107218-71-6154,107218-22939
7/19/2193,989-28-79-74374-1,,107218-34-5032,107218-22940
7/19/2193,989-28-79-74374-1,,107218-10-9137,107218-22941
7/19/2193,989-28-79-23023-4,,107218-54-4137,107218-22942
